"Gene_Name","Gene_ID","Protein_ID","SwissProt_ID","PDB_ID","Method","Resolution","Chain","Position"
"EPHB2","2048","NP_004433.2","P29323","2QBX","X-ray","2.30","A/B","20-196"
"EPHB2","2048","NP_004433.2","P29323","1B4F","X-ray","1.95","A/B/C/D/E/F/G/H","910-985"
"EPHB2","2048","NP_004433.2","P29323","1F0M","X-ray","2.20","A","910-985"
"EPHB2","2048","NP_004433.2","P29323","2QBX","X-ray","2.30","A/B","20-196"
"EPHB4","2050","NP_004435.3","P54760","2BBA","X-ray","1.65","A","17-196"
"EPHB4","2050","NP_004435.3","P54760","2E7H","NMR","0.00","A","434-529"
"EPHB4","2050","NP_004435.3","P54760","2HLE","X-ray","2.05","A","17-196"
"EPHB4","2050","NP_004435.3","P54760","2QKQ","X-ray","2.10","A/B","896-977"
"EPHB4","2050","NP_004435.3","P54760","2VWU","X-ray","2.00","A","598-887"
"EPHB4","2050","NP_004435.3","P54760","2VWV","X-ray","1.90","A","598-899"
"EPHB4","2050","NP_004435.3","P54760","2VWW","X-ray","1.90","A","598-899"
"EPHB4","2050","NP_004435.3","P54760","2VWX","X-ray","1.65","A","598-899"
"EPHB4","2050","NP_004435.3","P54760","2VWY","X-ray","1.65","A","598-899"
"EPHB4","2050","NP_004435.3","P54760","2VWZ","X-ray","1.65","A","598-899"
"EPHB4","2050","NP_004435.3","P54760","2VX0","X-ray","2.10","A","598-899"
"EPHB4","2050","NP_004435.3","P54760","2VX1","X-ray","1.65","A","598-899"
"EPHB4","2050","NP_004435.3","P54760","2X9F","X-ray","1.75","A","598-899"
"EPPK1","83481","NP_112598.2","P58107","-","-","0.00","-","-"
"ERBB2","2064","NP_001005862.1","P04626","1MFG","X-ray","1.25","B","1247-1255"
"ERBB2","2064","NP_001005862.1","P04626","1MFL","X-ray","1.88","B","1247-1255"
"ERBB2","2064","NP_001005862.1","P04626","1MW4","NMR","0.00","B","1135-1144"
"ERBB2","2064","NP_001005862.1","P04626","1N8Z","X-ray","2.52","C","23-629"
"ERBB2","2064","NP_001005862.1","P04626","1OVC","model","0.00","A","737-1031"
"ERBB2","2064","NP_001005862.1","P04626","1QR1","X-ray","2.40","C/F","654-662"
"ERBB2","2064","NP_001005862.1","P04626","1S78","X-ray","3.25","A/B","23-646"
"ERBB2","2064","NP_001005862.1","P04626","2A91","X-ray","2.50","A","22-530"
"ERBB2","2064","NP_001005862.1","P04626","2JWA","NMR","0.00","A/B","641-684"
"ERBB2","2064","NP_001005862.1","P04626","2KS1","NMR","0.00","A","641-684"
"ERBB2","2064","NP_001005862.1","P04626","2L4K","NMR","0.00","B","1135-1144"
"ERBB2","2064","NP_001005862.1","P04626","3BE1","X-ray","2.90","A","23-646"
"ERBB2","2064","NP_001005862.1","P04626","3H3B","X-ray","2.45","A/B","22-214"
"ERBB2","2064","NP_001005862.1","P04626","3MZW","X-ray","2.90","A","23-646"
"ERBB2","2064","NP_001005862.1","P04626","3N85","X-ray","3.20","A","23-646"
"ERBB2","2064","NP_004439.2","P04626","1MFG","X-ray","1.25","B","1247-1255"
"ERBB2","2064","NP_004439.2","P04626","1MFL","X-ray","1.88","B","1247-1255"
"ERBB2","2064","NP_004439.2","P04626","1MW4","NMR","0.00","B","1135-1144"
"ERBB2","2064","NP_004439.2","P04626","1N8Z","X-ray","2.52","C","23-629"
"ERBB2","2064","NP_004439.2","P04626","1OVC","model","0.00","A","737-1031"
"ERBB2","2064","NP_004439.2","P04626","1QR1","X-ray","2.40","C/F","654-662"
"ERBB2","2064","NP_004439.2","P04626","1S78","X-ray","3.25","A/B","23-646"
"ERBB2","2064","NP_004439.2","P04626","2A91","X-ray","2.50","A","22-530"
"ERBB2","2064","NP_004439.2","P04626","2JWA","NMR","0.00","A/B","641-684"
"ERBB2","2064","NP_004439.2","P04626","2KS1","NMR","0.00","A","641-684"
"ERBB2","2064","NP_004439.2","P04626","2L4K","NMR","0.00","B","1135-1144"
"ERBB2","2064","NP_004439.2","P04626","3BE1","X-ray","2.90","A","23-646"
"ERBB2","2064","NP_004439.2","P04626","3H3B","X-ray","2.45","A/B","22-214"
"ERBB2","2064","NP_004439.2","P04626","3MZW","X-ray","2.90","A","23-646"
"ERBB2","2064","NP_004439.2","P04626","3N85","X-ray","3.20","A","23-646"
"ERO1L","30001","NP_055399.1","Q96HE7","3AHQ","X-ray","2.35","A","22-468"
"ERO1L","30001","NP_055399.1","Q96HE7","3AHR","X-ray","3.07","A","22-468"
"ESM1","11082","NP_001129076.1","-","-","-","0.00","-","-"
"ESM1","11082","NP_008967.1","Q9NQ30","-","-","0.00","-","-"
"ESPN","83715","NP_113663.2","B1AK53","-","-","0.00","-","-"
"ESR1","2099","NP_000116.2","P03372","1A52","X-ray","2.80","A/B","297-554"
"ESR1","2099","NP_000116.2","P03372","1AKF","model","0.00","A","309-547"
"ESR1","2099","NP_000116.2","P03372","1ERE","X-ray","3.10","A/B/C/D/E/F","301-553"
"ESR1","2099","NP_000116.2","P03372","1ERR","X-ray","2.60","A/B","301-553"
"ESR1","2099","NP_000116.2","P03372","1G50","X-ray","2.90","A/B/C","304-550"
"ESR1","2099","NP_000116.2","P03372","1GWQ","X-ray","2.45","A/B","301-548"
"ESR1","2099","NP_000116.2","P03372","1GWR","X-ray","2.40","A/B","305-549"
"ESR1","2099","NP_000116.2","P03372","1HCP","NMR","0.00","A","180-254"
"ESR1","2099","NP_000116.2","P03372","1HCQ","X-ray","2.40","A/B/E/F","180-262"
"ESR1","2099","NP_000116.2","P03372","1L2I","X-ray","1.95","A/B","297-554"
"ESR1","2099","NP_000116.2","P03372","1PCG","X-ray","2.70","A/B","304-547"
"ESR1","2099","NP_000116.2","P03372","1QKT","X-ray","2.20","A","304-551"
"ESR1","2099","NP_000116.2","P03372","1QKU","X-ray","3.20","A/B/C","301-550"
"ESR1","2099","NP_000116.2","P03372","1R5K","X-ray","2.70","A/B/C","297-554"
"ESR1","2099","NP_000116.2","P03372","1SJ0","X-ray","1.90","A","307-554"
"ESR1","2099","NP_000116.2","P03372","1UOM","X-ray","2.28","A","301-553"
"ESR1","2099","NP_000116.2","P03372","1X7E","X-ray","2.80","A/B","305-549"
"ESR1","2099","NP_000116.2","P03372","1X7R","X-ray","2.00","A","305-549"
"ESR1","2099","NP_000116.2","P03372","1XP1","X-ray","1.80","A","307-554"
"ESR1","2099","NP_000116.2","P03372","1XP6","X-ray","1.70","A","307-554"
"ESR1","2099","NP_000116.2","P03372","1XP9","X-ray","1.80","A","307-554"
"ESR1","2099","NP_000116.2","P03372","1XPC","X-ray","1.60","A","307-554"
"ESR1","2099","NP_000116.2","P03372","1XQC","X-ray","2.05","A/B/C/D","301-553"
"ESR1","2099","NP_000116.2","P03372","1YIM","X-ray","1.90","A","307-554"
"ESR1","2099","NP_000116.2","P03372","1YIN","X-ray","2.20","A","307-554"
"ESR1","2099","NP_000116.2","P03372","1ZKY","X-ray","2.25","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2AYR","X-ray","1.90","A","304-551"
"ESR1","2099","NP_000116.2","P03372","2B1V","X-ray","1.80","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2B1Z","X-ray","1.78","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2B23","X-ray","2.10","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2BJ4","X-ray","2.00","A/B","304-533"
"ESR1","2099","NP_000116.2","P03372","2FAI","X-ray","2.10","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2G44","X-ray","2.65","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2G5O","X-ray","2.30","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2I0J","X-ray","2.90","A/B/C/D","304-547"
"ESR1","2099","NP_000116.2","P03372","2IOG","X-ray","1.60","A","309-554"
"ESR1","2099","NP_000116.2","P03372","2IOK","X-ray","2.40","A/B","301-554"
"ESR1","2099","NP_000116.2","P03372","2JF9","X-ray","2.10","A/B/C","304-533"
"ESR1","2099","NP_000116.2","P03372","2JFA","X-ray","2.55","A/B","304-533"
"ESR1","2099","NP_000116.2","P03372","2OCF","X-ray","2.95","A","298-595"
"ESR1","2099","NP_000116.2","P03372","2OUZ","X-ray","2.00","A","301-553"
"ESR1","2099","NP_000116.2","P03372","2P15","X-ray","1.94","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2POG","X-ray","1.84","A/B","304-551"
"ESR1","2099","NP_000116.2","P03372","2Q6J","X-ray","2.70","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2Q70","X-ray","1.95","A/B","304-551"
"ESR1","2099","NP_000116.2","P03372","2QA6","X-ray","2.60","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QA8","X-ray","1.85","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QAB","X-ray","1.89","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QE4","X-ray","2.40","A/B","304-551"
"ESR1","2099","NP_000116.2","P03372","2QGT","X-ray","2.15","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QGW","X-ray","2.39","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QH6","X-ray","2.70","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QR9","X-ray","2.00","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QSE","X-ray","1.85","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QXM","X-ray","2.30","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QXS","X-ray","1.70","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2QZO","X-ray","1.72","A/B","298-554"
"ESR1","2099","NP_000116.2","P03372","2R6W","X-ray","2.00","A/B","304-551"
"ESR1","2099","NP_000116.2","P03372","2R6Y","X-ray","2.00","A/B","304-551"
"ESR1","2099","NP_000116.2","P03372","3CBM","X-ray","1.69","B","298-307"
"ESR1","2099","NP_000116.2","P03372","3CBO","X-ray","1.65","B","298-307"
"ESR1","2099","NP_000116.2","P03372","3CBP","X-ray","1.42","B","298-307"
"ESR1","2099","NP_000116.2","P03372","3DT3","X-ray","2.40","A/B","299-551"
"ESR1","2099","NP_000116.2","P03372","3ERD","X-ray","2.03","A/B","297-554"
"ESR1","2099","NP_000116.2","P03372","3ERT","X-ray","1.90","A","297-554"
"ESR1","2099","NP_000116.2","P03372","3HLV","X-ray","3.00","A/B","298-550"
"ESR1","2099","NP_000116.2","P03372","3HM1","X-ray","2.33","A/B","298-550"
"ESR1","2099","NP_000116.2","P03372","3L03","X-ray","1.90","A/B","298-550"
"ESR1","2099","NP_000116.2","P03372","3OS8","X-ray","2.03","A/B/C/D","299-553"
"ESR1","2099","NP_000116.2","P03372","3OS9","X-ray","2.30","A/B/C/D","299-553"
"ESR1","2099","NP_000116.2","P03372","3OSA","X-ray","2.30","A/B/C/D","299-553"
"ESR1","2099","NP_001116212.1","P03372","1A52","X-ray","2.80","A/B","297-554"
"ESR1","2099","NP_001116212.1","P03372","1AKF","model","0.00","A","309-547"
"ESR1","2099","NP_001116212.1","P03372","1ERE","X-ray","3.10","A/B/C/D/E/F","301-553"
"ESR1","2099","NP_001116212.1","P03372","1ERR","X-ray","2.60","A/B","301-553"
"ESR1","2099","NP_001116212.1","P03372","1G50","X-ray","2.90","A/B/C","304-550"
"ESR1","2099","NP_001116212.1","P03372","1GWQ","X-ray","2.45","A/B","301-548"
"ESR1","2099","NP_001116212.1","P03372","1GWR","X-ray","2.40","A/B","305-549"
"ESR1","2099","NP_001116212.1","P03372","1HCP","NMR","0.00","A","180-254"
"ESR1","2099","NP_001116212.1","P03372","1HCQ","X-ray","2.40","A/B/E/F","180-262"
"ESR1","2099","NP_001116212.1","P03372","1L2I","X-ray","1.95","A/B","297-554"
"ESR1","2099","NP_001116212.1","P03372","1PCG","X-ray","2.70","A/B","304-547"
"ESR1","2099","NP_001116212.1","P03372","1QKT","X-ray","2.20","A","304-551"
"ESR1","2099","NP_001116212.1","P03372","1QKU","X-ray","3.20","A/B/C","301-550"
"ESR1","2099","NP_001116212.1","P03372","1R5K","X-ray","2.70","A/B/C","297-554"
"ESR1","2099","NP_001116212.1","P03372","1SJ0","X-ray","1.90","A","307-554"
"ESR1","2099","NP_001116212.1","P03372","1UOM","X-ray","2.28","A","301-553"
"ESR1","2099","NP_001116212.1","P03372","1X7E","X-ray","2.80","A/B","305-549"
"ESR1","2099","NP_001116212.1","P03372","1X7R","X-ray","2.00","A","305-549"
"ESR1","2099","NP_001116212.1","P03372","1XP1","X-ray","1.80","A","307-554"
"ESR1","2099","NP_001116212.1","P03372","1XP6","X-ray","1.70","A","307-554"
"ESR1","2099","NP_001116212.1","P03372","1XP9","X-ray","1.80","A","307-554"
"ESR1","2099","NP_001116212.1","P03372","1XPC","X-ray","1.60","A","307-554"
"ESR1","2099","NP_001116212.1","P03372","1XQC","X-ray","2.05","A/B/C/D","301-553"
"ESR1","2099","NP_001116212.1","P03372","1YIM","X-ray","1.90","A","307-554"
"ESR1","2099","NP_001116212.1","P03372","1YIN","X-ray","2.20","A","307-554"
"ESR1","2099","NP_001116212.1","P03372","1ZKY","X-ray","2.25","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2AYR","X-ray","1.90","A","304-551"
"ESR1","2099","NP_001116212.1","P03372","2B1V","X-ray","1.80","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2B1Z","X-ray","1.78","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2B23","X-ray","2.10","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2BJ4","X-ray","2.00","A/B","304-533"
"ESR1","2099","NP_001116212.1","P03372","2FAI","X-ray","2.10","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2G44","X-ray","2.65","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2G5O","X-ray","2.30","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2I0J","X-ray","2.90","A/B/C/D","304-547"
"ESR1","2099","NP_001116212.1","P03372","2IOG","X-ray","1.60","A","309-554"
"ESR1","2099","NP_001116212.1","P03372","2IOK","X-ray","2.40","A/B","301-554"
"ESR1","2099","NP_001116212.1","P03372","2JF9","X-ray","2.10","A/B/C","304-533"
"ESR1","2099","NP_001116212.1","P03372","2JFA","X-ray","2.55","A/B","304-533"
"ESR1","2099","NP_001116212.1","P03372","2OCF","X-ray","2.95","A","298-595"
"ESR1","2099","NP_001116212.1","P03372","2OUZ","X-ray","2.00","A","301-553"
"ESR1","2099","NP_001116212.1","P03372","2P15","X-ray","1.94","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2POG","X-ray","1.84","A/B","304-551"
"ESR1","2099","NP_001116212.1","P03372","2Q6J","X-ray","2.70","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2Q70","X-ray","1.95","A/B","304-551"
"ESR1","2099","NP_001116212.1","P03372","2QA6","X-ray","2.60","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QA8","X-ray","1.85","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QAB","X-ray","1.89","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QE4","X-ray","2.40","A/B","304-551"
"ESR1","2099","NP_001116212.1","P03372","2QGT","X-ray","2.15","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QGW","X-ray","2.39","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QH6","X-ray","2.70","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QR9","X-ray","2.00","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QSE","X-ray","1.85","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QXM","X-ray","2.30","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QXS","X-ray","1.70","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2QZO","X-ray","1.72","A/B","298-554"
"ESR1","2099","NP_001116212.1","P03372","2R6W","X-ray","2.00","A/B","304-551"
"ESR1","2099","NP_001116212.1","P03372","2R6Y","X-ray","2.00","A/B","304-551"
"ESR1","2099","NP_001116212.1","P03372","3CBM","X-ray","1.69","B","298-307"
"ESR1","2099","NP_001116212.1","P03372","3CBO","X-ray","1.65","B","298-307"
"ESR1","2099","NP_001116212.1","P03372","3CBP","X-ray","1.42","B","298-307"
"ESR1","2099","NP_001116212.1","P03372","3DT3","X-ray","2.40","A/B","299-551"
"ESR1","2099","NP_001116212.1","P03372","3ERD","X-ray","2.03","A/B","297-554"
"ESR1","2099","NP_001116212.1","P03372","3ERT","X-ray","1.90","A","297-554"
"ESR1","2099","NP_001116212.1","P03372","3HLV","X-ray","3.00","A/B","298-550"
"ESR1","2099","NP_001116212.1","P03372","3HM1","X-ray","2.33","A/B","298-550"
"ESR1","2099","NP_001116212.1","P03372","3L03","X-ray","1.90","A/B","298-550"
"ESR1","2099","NP_001116212.1","P03372","3OS8","X-ray","2.03","A/B/C/D","299-553"
"ESR1","2099","NP_001116212.1","P03372","3OS9","X-ray","2.30","A/B/C/D","299-553"
"ESR1","2099","NP_001116212.1","P03372","3OSA","X-ray","2.30","A/B/C/D","299-553"
"ESR1","2099","NP_001116213.1","P03372","1AKF","model","0.00","A","309-547"
"ESR1","2099","NP_001116213.1","P03372","1ERE","X-ray","3.10","A/B/C/D/E/F","301-553"
"ESR1","2099","NP_001116213.1","P03372","1ERR","X-ray","2.60","A/B","301-553"
"ESR1","2099","NP_001116213.1","P03372","1G50","X-ray","2.90","A/B/C","304-550"
"ESR1","2099","NP_001116213.1","P03372","1GWQ","X-ray","2.45","A/B","301-548"
"ESR1","2099","NP_001116213.1","P03372","1GWR","X-ray","2.40","A/B","305-549"
"ESR1","2099","NP_001116213.1","P03372","1HCP","NMR","0.00","A","180-254"
"ESR1","2099","NP_001116213.1","P03372","1HCQ","X-ray","2.40","A/B/E/F","180-262"
"ESR1","2099","NP_001116213.1","P03372","1L2I","X-ray","1.95","A/B","297-554"
"ESR1","2099","NP_001116213.1","P03372","1PCG","X-ray","2.70","A/B","304-547"
"ESR1","2099","NP_001116213.1","P03372","1QKT","X-ray","2.20","A","304-551"
"ESR1","2099","NP_001116213.1","P03372","1QKU","X-ray","3.20","A/B/C","301-550"
"ESR1","2099","NP_001116213.1","P03372","1R5K","X-ray","2.70","A/B/C","297-554"
"ESR1","2099","NP_001116213.1","P03372","1SJ0","X-ray","1.90","A","307-554"
"ESR1","2099","NP_001116213.1","P03372","1UOM","X-ray","2.28","A","301-553"
"ESR1","2099","NP_001116213.1","P03372","1X7E","X-ray","2.80","A/B","305-549"
"ESR1","2099","NP_001116213.1","P03372","1X7R","X-ray","2.00","A","305-549"
"ESR1","2099","NP_001116213.1","P03372","1XP1","X-ray","1.80","A","307-554"
"ESR1","2099","NP_001116213.1","P03372","1XP6","X-ray","1.70","A","307-554"
"ESR1","2099","NP_001116213.1","P03372","1XP9","X-ray","1.80","A","307-554"
"ESR1","2099","NP_001116213.1","P03372","1XPC","X-ray","1.60","A","307-554"
"ESR1","2099","NP_001116213.1","P03372","1XQC","X-ray","2.05","A/B/C/D","301-553"
"ESR1","2099","NP_001116213.1","P03372","1YIM","X-ray","1.90","A","307-554"
"ESR1","2099","NP_001116213.1","P03372","1YIN","X-ray","2.20","A","307-554"
"ESR1","2099","NP_001116213.1","P03372","1ZKY","X-ray","2.25","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2AYR","X-ray","1.90","A","304-551"
"ESR1","2099","NP_001116213.1","P03372","2B1V","X-ray","1.80","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2B1Z","X-ray","1.78","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2B23","X-ray","2.10","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2BJ4","X-ray","2.00","A/B","304-533"
"ESR1","2099","NP_001116213.1","P03372","2FAI","X-ray","2.10","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2G44","X-ray","2.65","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2G5O","X-ray","2.30","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2I0J","X-ray","2.90","A/B/C/D","304-547"
"ESR1","2099","NP_001116213.1","P03372","2IOG","X-ray","1.60","A","309-554"
"ESR1","2099","NP_001116213.1","P03372","2IOK","X-ray","2.40","A/B","301-554"
"ESR1","2099","NP_001116213.1","P03372","2JF9","X-ray","2.10","A/B/C","304-533"
"ESR1","2099","NP_001116213.1","P03372","2JFA","X-ray","2.55","A/B","304-533"
"ESR1","2099","NP_001116213.1","P03372","2OCF","X-ray","2.95","A","298-595"
"ESR1","2099","NP_001116213.1","P03372","2OUZ","X-ray","2.00","A","301-553"
"ESR1","2099","NP_001116213.1","P03372","2P15","X-ray","1.94","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2POG","X-ray","1.84","A/B","304-551"
"ESR1","2099","NP_001116213.1","P03372","2Q6J","X-ray","2.70","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2Q70","X-ray","1.95","A/B","304-551"
"ESR1","2099","NP_001116213.1","P03372","2QA6","X-ray","2.60","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QA8","X-ray","1.85","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QAB","X-ray","1.89","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QE4","X-ray","2.40","A/B","304-551"
"ESR1","2099","NP_001116213.1","P03372","2QGT","X-ray","2.15","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QGW","X-ray","2.39","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QH6","X-ray","2.70","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QR9","X-ray","2.00","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QSE","X-ray","1.85","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QXM","X-ray","2.30","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QXS","X-ray","1.70","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2QZO","X-ray","1.72","A/B","298-554"
"ESR1","2099","NP_001116213.1","P03372","2R6W","X-ray","2.00","A/B","304-551"
"ESR1","2099","NP_001116213.1","P03372","2R6Y","X-ray","2.00","A/B","304-551"
"ESR1","2099","NP_001116213.1","P03372","3CBM","X-ray","1.69","B","298-307"
"ESR1","2099","NP_001116213.1","P03372","3CBO","X-ray","1.65","B","298-307"
"ESR1","2099","NP_001116213.1","P03372","3CBP","X-ray","1.42","B","298-307"
"ESR1","2099","NP_001116213.1","P03372","3DT3","X-ray","2.40","A/B","299-551"
"ESR1","2099","NP_001116213.1","P03372","3ERD","X-ray","2.03","A/B","297-554"
"ESR1","2099","NP_001116213.1","P03372","3ERT","X-ray","1.90","A","297-554"
"ESR1","2099","NP_001116213.1","P03372","3HLV","X-ray","3.00","A/B","298-550"
"ESR1","2099","NP_001116213.1","P03372","3HM1","X-ray","2.33","A/B","298-550"
"ESR1","2099","NP_001116213.1","P03372","3L03","X-ray","1.90","A/B","298-550"
"ESR1","2099","NP_001116213.1","P03372","3OS8","X-ray","2.03","A/B/C/D","299-553"
"ESR1","2099","NP_001116213.1","P03372","3OS9","X-ray","2.30","A/B/C/D","299-553"
"ESR1","2099","NP_001116213.1","P03372","3OSA","X-ray","2.30","A/B/C/D","299-553"
"ESR1","2099","NP_001116214.1","P03372","1AKF","model","0.00","A","309-547"
"ESR1","2099","NP_001116214.1","P03372","1ERE","X-ray","3.10","A/B/C/D/E/F","301-553"
"ESR1","2099","NP_001116214.1","P03372","1ERR","X-ray","2.60","A/B","301-553"
"ESR1","2099","NP_001116214.1","P03372","1G50","X-ray","2.90","A/B/C","304-550"
"ESR1","2099","NP_001116214.1","P03372","1GWQ","X-ray","2.45","A/B","301-548"
"ESR1","2099","NP_001116214.1","P03372","1GWR","X-ray","2.40","A/B","305-549"
"ESR1","2099","NP_001116214.1","P03372","1HCP","NMR","0.00","A","180-254"
"ESR1","2099","NP_001116214.1","P03372","1HCQ","X-ray","2.40","A/B/E/F","180-262"
"ESR1","2099","NP_001116214.1","P03372","1L2I","X-ray","1.95","A/B","297-554"
"ESR1","2099","NP_001116214.1","P03372","1PCG","X-ray","2.70","A/B","304-547"
"ESR1","2099","NP_001116214.1","P03372","1QKT","X-ray","2.20","A","304-551"
"ESR1","2099","NP_001116214.1","P03372","1QKU","X-ray","3.20","A/B/C","301-550"
"ESR1","2099","NP_001116214.1","P03372","1R5K","X-ray","2.70","A/B/C","297-554"
