"Gene_Name","Gene_ID","Protein_ID","Domain_No","Range","Superfamily","Family"
"SHBG","6462","NP_001031.2","2","220-394","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"SHBG","6462","NP_001139751.1","1","23-185","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"SHBG","6462","NP_001139751.1","2","202-376","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"SHBG","6462","NP_001139752.1","1","23-197","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"SHBG","6462","NP_001139752.1","0","217-284","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"SHBG","6462","NP_001139753.1","1","23-197","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"SHBG","6462","NP_001139753.1","0","234-279","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"SHD","56961","NP_064594.3","1","216-335","SH2 domain","SH2 domain"
"SIN3B","23309","NP_056075.1","2","35-105","PAH2 domain","PAH2 domain"
"SIN3B","23309","NP_056075.1","1","157-237","PAH2 domain","PAH2 domain"
"SIN3B","23309","NP_056075.1","3","300-368","PAH2 domain","PAH2 domain"
"SKP2","6502","NP_005974.2","2","89-143","F-box domain","F-box domain"
"SKP2","6502","NP_005974.2","1","157-395","RNI-like","Cyclin A/CDK2-associated p19; Skp2"
"SKP2","6502","NP_116026.1","2","89-143","F-box domain","F-box domain"
"SKP2","6502","NP_116026.1","1","157-353","RNI-like","Cyclin A/CDK2-associated p19; Skp2"
"SLC18A2","6751","NP_001040.1","1","47-343","Family A G protein-coupled receptor-like","Rhodopsin-like"
"SLC24A3","57419","NP_065740.2","0","-","-","-"
"SLC26A2","1836","NP_000103.2","0","199-267","Dhaf3308-like","Dhaf3308-like"
"SLC26A2","1836","NP_000103.2","1","572-602;641-719","SpoIIaa-like","Anti-sigma factor antagonist SpoIIaa"
"SLC29A2","3177","NP_001523.2","1","17-231;274-451","MFS general substrate transporter","LacY-like proton/sugar symporter"
"SLC2A5","6518","NP_001129057.1","1","19-182","MFS general substrate transporter","LacY-like proton/sugar symporter"
"SLC2A5","6518","NP_003030.1","1","19-467","MFS general substrate transporter","LacY-like proton/sugar symporter"
"SLC38A1","81539","NP_001070952.1","0","-","-","-"
"SLC38A1","81539","NP_109599.3","0","-","-","-"
"SLC47A1","55244","NP_060712.2","0","-","-","-"
"SMYD2","56950","NP_064582.2","1","8-263","SET domain","Viral histone H3 Lysine 27 Methyltransferase"
"SMYD2","56950","NP_064582.2","2","344-416","TPR-like","Tetratricopeptide repeat (TPR)"
"SNAPC1","6617","NP_003073.1","0","-","-","-"
"SORBS2","8470","NP_001139142.1","1","408-481","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139142.1","2","472-561","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139142.1","3","583-643","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139143.1","1","495-567","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139143.1","2","559-648","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139143.1","3","670-730","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139144.1","1","425-498","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139144.1","2","489-578","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139144.1","3","600-660","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139145.1","1","588-661","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139145.1","2","652-741","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139145.1","3","763-823","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139146.1","1","768-841","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139146.1","2","832-920","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139146.1","3","943-1003","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139147.1","1","256-329","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139147.1","2","320-409","SH3-domain","SH3-domain"
"SORBS2","8470","NP_001139147.1","3","431-491","SH3-domain","SH3-domain"
"SORBS2","8470","NP_003594.3","1","430-503","SH3-domain","SH3-domain"
"SORBS2","8470","NP_003594.3","2","494-583","SH3-domain","SH3-domain"
"SORBS2","8470","NP_003594.3","3","605-665","SH3-domain","SH3-domain"
"SORBS2","8470","NP_066547.1","1","864-937","SH3-domain","SH3-domain"
"SORBS2","8470","NP_066547.1","2","928-1016","SH3-domain","SH3-domain"
"SORBS2","8470","NP_066547.1","3","1039-1099","SH3-domain","SH3-domain"
"SOX2","6657","NP_003097.1","1","34-113","HMG-box","HMG-box"
"SPDEF","25803","NP_036523.1","2","114-214","SAM/Pointed domain","Pointed domain"
"SPHK1","8877","NP_001136073.1","1","13-212;248-362","NAD kinase/diacylglycerol kinase-like","Diacylglycerol kinase-like"
"SPHK1","8877","NP_001136074.1","1","13-212;248-362","NAD kinase/diacylglycerol kinase-like","Diacylglycerol kinase-like"
"SPHK1","8877","NP_068807.2","1","27-226;262-376","NAD kinase/diacylglycerol kinase-like","Diacylglycerol kinase-like"
"SPHK1","8877","NP_892010.2","1","99-298;334-448","NAD kinase/diacylglycerol kinase-like","Diacylglycerol kinase-like"
"SPP1","6696","NP_000573.1","0","-","-","-"
"SPP1","6696","NP_001035147.1","0","-","-","-"
"SPP1","6696","NP_001035149.1","0","-","-","-"
"SPRY2","10253","NP_005833.1","0","-","-","-"
"SPTLC1","10558","NP_006406.1","1","58-469","PLP-dependent transferases","GABA-aminotransferase-like"
"SPTLC1","10558","NP_847894.1","1","56-142","PLP-dependent transferases","GABA-aminotransferase-like"
"SRC","6714","NP_005408.1","3","64-156","SH3-domain","SH3-domain"
"SRC","6714","NP_005408.1","2","146-290","SH2 domain","SH2 domain"
"SRC","6714","NP_005408.1","1","259-529","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"SRPX","8406","NP_001164221.1","3","57-109","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_001164221.1","2","94-155","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_001164221.1","1","241-299","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_001164222.1","2","56-117","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_001164222.1","1","202-260","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_001164223.1","3","77-129","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_001164223.1","2","114-175","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_001164223.1","1","261-319","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_006298.1","3","77-129","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_006298.1","2","114-175","Complement control module/SCR domain","Complement control module/SCR domain"
"SRPX","8406","NP_006298.1","1","261-319","Complement control module/SCR domain","Complement control module/SCR domain"
"ST6GAL1","6480","NP_003023.1","0","90-121","eIF4e-like","Translation initiation factor eIF4e"
"ST6GAL1","6480","NP_775323.1","0","90-121","eIF4e-like","Translation initiation factor eIF4e"
"ST6GAL1","6480","NP_775324.1","0","-","-","-"
"ST8SIA4","7903","NP_005659.1","0","-","-","-"
"ST8SIA4","7903","NP_778222.1","0","-","-","-"
"STK11","6794","NP_000446.1","1","41-336","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"SULT1A1","6817","NP_001046.2","1","9-293","P-loop containing nucleoside triphosphate hydrolases","PAPS sulfotransferase"
"SULT1A1","6817","NP_803565.1","1","9-293","P-loop containing nucleoside triphosphate hydrolases","PAPS sulfotransferase"
"SULT1A1","6817","NP_803566.1","1","9-293","P-loop containing nucleoside triphosphate hydrolases","PAPS sulfotransferase"
"SULT1A1","6817","NP_803878.1","1","9-293","P-loop containing nucleoside triphosphate hydrolases","PAPS sulfotransferase"
"SULT1A1","6817","NP_803880.1","1","42-215","P-loop containing nucleoside triphosphate hydrolases","PAPS sulfotransferase"
"SULT1E1","6783","NP_005411.1","1","10-293","P-loop containing nucleoside triphosphate hydrolases","PAPS sulfotransferase"
"TBX3","6926","NP_005987.3","1","103-285","p53-like transcription factors","T-box"
"TBX3","6926","NP_057653.3","1","103-305","p53-like transcription factors","T-box"
"TCEAL7","56849","NP_689491.1","0","-","-","-"
"TCEB3","6924","NP_003189.2","1","29-117","Conserved domain common to transcription factors TFIIS; elongin A; CRSP70","Conserved domain common to transcription factors TFIIS; elongin A; CRSP70"
"TCEB3","6924","NP_003189.2","0","599-659","F-box domain","F-box domain"
"TFAM","7019","NP_003192.1","2","49-136","HMG-box","HMG-box"
"TFAM","7019","NP_003192.1","1","144-232","HMG-box","HMG-box"
"TFAP2A","7020","NP_001027451.1","1","340-606;792-832;884-","Cysteine proteinases","Ubiquitin carboxyl-terminal hydrolase; UCH"
"TFAP2A","7020","NP_001035890.1","0","-","-","-"
"TFAP2A","7020","NP_003211.1","0","-","-","-"
"TFF1","7031","NP_003216.1","1","28-83","Trefoil","Trefoil"
"TFF3","7033","NP_003217.3","1","41-88","Trefoil","Trefoil"
"THBS2","7058","NP_003238.2","2","25-226","Concanavalin A-like lectins/glucanases","Laminin G-like module"
"THBS2","7058","NP_003238.2","7","318-376","FnI-like domain","VWC domain"
"THBS2","7058","NP_003238.2","9","382-430","TSP-1 type 1 repeat","TSP-1 type 1 repeat"
"THBS2","7058","NP_003238.2","6","436-491","TSP-1 type 1 repeat","TSP-1 type 1 repeat"
"THBS2","7058","NP_003238.2","5","493-544","TSP-1 type 1 repeat","TSP-1 type 1 repeat"
"THBS2","7058","NP_003238.2","10","549-602","EGF/Laminin","EGF-type module"
"THBS2","7058","NP_003238.2","8","693-777","TSP type-3 repeat","TSP type-3 repeat"
"THBS2","7058","NP_003238.2","4","766-837","TSP type-3 repeat","TSP type-3 repeat"
"THBS2","7058","NP_003238.2","3","834-956","TSP type-3 repeat","TSP type-3 repeat"
"THBS2","7058","NP_003238.2","1","957-1171","Concanavalin A-like lectins/glucanases","Thrombospondin C-terminal domain"
"THRB","7068","NP_000452.2","2","105-194","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"THRB","7068","NP_000452.2","1","215-459","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"THRB","7068","NP_001121648.1","2","105-194","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"THRB","7068","NP_001121648.1","1","215-459","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"THRB","7068","NP_001121649.1","2","105-194","Glucocorticoid receptor-like (DNA-binding domain)","Nuclear receptor"
"THRB","7068","NP_001121649.1","1","215-459","Nuclear receptor ligand-binding domain","Nuclear receptor ligand-binding domain"
"TIMP1","7076","NP_003245.1","1","24-202","TIMP-like","Tissue inhibitor of metalloproteinases; TIMP"
"TMC5","79838","NP_001098718.1","0","-","-","-"
"TMC5","79838","NP_001098719.1","0","-","-","-"
"TMC5","79838","NP_079056.2","0","-","-","-"
"TMEFF1","8577","NP_003683.2","1","78-143","Kazal-type serine protease inhibitors","Ovomucoid domain III-like"
"TMEFF1","8577","NP_003683.2","3","178-235","Kazal-type serine protease inhibitors","Ovomucoid domain III-like"
"TMEFF1","8577","NP_003683.2","2","270-315","EGF/Laminin","EGF-type module"
"TMEM101","84336","NP_115752.1","0","50-96","2-methylcitrate dehydratase PrpD","2-methylcitrate dehydratase PrpD"
"TMEM132C","92293","NP_001129575.2","0","-","-","-"
"TMEM9B","56674","NP_065695.1","0","-","-","-"
"TMSB10","9168","NP_066926.1","0","-","-","-"
"TNFAIP3","7128","NP_006281.1","0","610-640","Glucocorticoid receptor-like (DNA-binding domain)","A20-like zinc finger"
"TNFAIP3","7128","NP_006281.1","0","661-698","Glucocorticoid receptor-like (DNA-binding domain)","A20-like zinc finger"
"TNFAIP3","7128","NP_006281.1","0","476-562","Multiheme cytochromes","Di-heme elbow motif"
"TNFRSF10C","8794","NP_003832.2","1","41-86","TNF receptor-like","TNF receptor-like"
"TNFRSF10C","8794","NP_003832.2","3","88-126","TNF receptor-like","TNF receptor-like"
"TNFRSF10C","8794","NP_003832.2","2","127-155","TNF receptor-like","TNF receptor-like"
"TNXB","7148","NP_061978.6","29","757-838","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","24","838-926","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","30","959-1039","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","2","1062-1230","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","23","1265-1347","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","25","1373-1458","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","5","1478-1648","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","20","1673-1759","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","26","1774-1862","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","28","1885-1967","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","7","1990-2073","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","18","2099-2181","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","22","2198-2280","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","8","2307-2389","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","11","2408-2497","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","17","2517-2608","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","12","2631-2714","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","14","2732-2822","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","6","2838-2928","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","15","2946-3036","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","9","3061-3144","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","10","3164-3250","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","27","3266-3353","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","16","3355-3439","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","13","3445-3533","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","19","3558-3640","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","21","3656-3749","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","3","3753-3841","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","4","3841-4003","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_061978.6","1","4023-4236","Fibrinogen C-terminal domain-like","Fibrinogen C-terminal domain-like"
"TNXB","7148","NP_115859.2","5","1-71","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_115859.2","4"," 87-180","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_115859.2","2","184-272","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_115859.2","3","272-434","Fibronectin type III","Fibronectin type III"
"TNXB","7148","NP_115859.2","1","454-667","Fibrinogen C-terminal domain-like","Fibrinogen C-terminal domain-like"
"TP53","7157","NP_000537.3","1","97-287","p53-like transcription factors","p53 DNA-binding domain-like"
"TP53","7157","NP_000537.3","2","319-357","p53 tetramerization domain","p53 tetramerization domain"
"TP53","7157","NP_001119584.1","1","97-287","p53-like transcription factors","p53 DNA-binding domain-like"
"TP53","7157","NP_001119584.1","2","319-357","p53 tetramerization domain","p53 tetramerization domain"
"TP53","7157","NP_001119585.1","1","97-287","p53-like transcription factors","p53 DNA-binding domain-like"
"TP53","7157","NP_001119586.1","1","97-287","p53-like transcription factors","p53 DNA-binding domain-like"
"TP53","7157","NP_001119587.1","1","1-155","p53-like transcription factors","p53 DNA-binding domain-like"
"TP53","7157","NP_001119587.1","2","187-225","p53 tetramerization domain","p53 tetramerization domain"
"TP53","7157","NP_001119588.1","1","1-155","p53-like transcription factors","p53 DNA-binding domain-like"
"TP53","7157","NP_001119589.1","1","1-155","p53-like transcription factors","p53 DNA-binding domain-like"
"TRO","7216","NP_001034794.1","1","997-1151","Pentapeptide repeat-like","Pentapeptide repeats"
"TRO","7216","NP_057241.2","0","-","-","-"
"TRO","7216","NP_808224.1","0","-","-","-"
"TRPC1","7220","NP_003295.1","1","44-168","Ankyrin repeat","Ankyrin repeat"
"TSHZ3","57616","NP_065907.2","0","-","-","-"
"TTC5","91875","NP_612385.2","1","91-140;168-274","TPR-like","Tetratricopeptide repeat (TPR)"
"TTC5","91875","NP_612385.2","0","8-94","Spectrin repeat","Spectrin repeat"
"TTK","7272","NP_001160163.1","2","91-179","TPR-like","Tetratricopeptide repeat (TPR)"
"TTK","7272","NP_001160163.1","1","515-791","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"TTK","7272","NP_003309.2","2","91-179","TPR-like","Tetratricopeptide repeat (TPR)"
"TTK","7272","NP_003309.2","1","516-792","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"TWIST2","117581","NP_476527.1","1","66-142","HLH; helix-loop-helix DNA-binding domain","HLH; helix-loop-helix DNA-binding domain"
"TYMP","1890","NP_001107227.1","3","36-102","Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain","Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain"
"TYMP","1890","NP_001107227.1","1","106-357","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain"
"TYMP","1890","NP_001107227.1","2","375-471","Pyrimidine nucleoside phosphorylase C-terminal domain","Pyrimidine nucleoside phosphorylase C-terminal domain"
"TYMP","1890","NP_001107228.1","3","36-102","Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain","Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain"
"TYMP","1890","NP_001107228.1","1","106-357","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain"
"TYMP","1890","NP_001107228.1","2","375-471","Pyrimidine nucleoside phosphorylase C-terminal domain","Pyrimidine nucleoside phosphorylase C-terminal domain"
"TYMP","1890","NP_001944.1","3","36-102","Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain","Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain"
"TYMP","1890","NP_001944.1","1","106-357","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain","Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain"
"TYMP","1890","NP_001944.1","2","375-471","Pyrimidine nucleoside phosphorylase C-terminal domain","Pyrimidine nucleoside phosphorylase C-terminal domain"
"TYMS","7298","NP_001062.1","1","26-313","Thymidylate synthase/dCMP hydroxymethylase","Thymidylate synthase/dCMP hydroxymethylase"
"UBE2E2","7325","NP_689866.1","1","37-200","UBC-like","UBC-related"
"UCHL1","7345","NP_004172.2","1","3-221","Cysteine proteinases","Ubiquitin carboxyl-terminal hydrolase UCH-L"
"UGT1A1","54658","NP_000454.1","1","29-471","UDP-Glycosyltransferase/glycogen phosphorylase","UDPGT-like"
"USP37","57695","NP_065986.2","0","-","-","-"
"VEGFA","7422","NP_001020537.2","1","216-314","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001020537.2","2","362-412","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001020538.2","1","216-314","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001020538.2","2","337-389","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001020539.2","1","216-314","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001020539.2","2","318-371","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001020540.2","1","216-314","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001020540.2","2","318-353","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001020541.2","1","216-314","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001028928.1","1","216-314","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001028928.1","2","318-366","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001165093.1","1","216-313","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001165094.1","1","36-134","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001165094.1","2","182-232","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001165095.1","1","36-134","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001165095.1","2","163-215","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001165096.1","1","36-134","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001165096.1","2","157-209","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001165097.1","1","36-134","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001165097.1","2","138-191","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001165098.1","1","36-134","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001165098.1","2","138-173","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001165099.1","1","36-134","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001165100.1","1","36-134","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VEGFA","7422","NP_001165100.1","2","138-186","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001165101.1","1","36-133","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001191313.1","1","36-134","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_001191314.1","1","216-314","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_003367.4","1","216-314","Cystine-knot cytokines","Platelet-derived growth factor-like"
"VEGFA","7422","NP_003367.4","2","343-395","Heparin-binding domain from vascular endothelial growth factor","Heparin-binding domain from vascular endothelial growth factor"
"VGLL1","51442","NP_057351.1","0","-","-","-"
"VGLL3","389136","NP_057290.2","0","-","-","-"
"VIM","7431","NP_003371.2","2","101-138","Intermediate filament protein; coiled coil region","Intermediate filament protein; coiled coil region"
"VIM","7431","NP_003371.2","1","328-406","Intermediate filament protein; coiled coil region","Intermediate filament protein; coiled coil region"
"VOPP1","81552","NP_110423.3","0","-","-","-"
"VPS36","51028","NP_057159.2","1","5-131","PH domain-like","VPS36 N-terminal domain-like"
"VPS36","51028","NP_057159.2","3","189-311","Winged helix DNA-binding domain","Vacuolar sorting protein domain"
"VPS36","51028","NP_057159.2","2","277-385","Winged helix DNA-binding domain","MarR-like transcriptional regulators"
"WNT7A","7476","NP_004616.2","0","-","-","-"
"XYLT1","64131","NP_071449.1","0","-","-","-"
"YES1","7525","NP_005424.1","3","82-204","SH3-domain","SH3-domain"
"YES1","7525","NP_005424.1","2","153-297","SH2 domain","SH2 domain"
"YES1","7525","NP_005424.1","1","266-535","Protein kinase-like (PK-like)","Protein kinases; catalytic subunit"
"YWHAB","7529","NP_003395.1","1","3-233","14-3-3 protein","14-3-3 protein"
"YWHAB","7529","NP_647539.1","1","3-233","14-3-3 protein","14-3-3 protein"
"ZBED1","9189","NP_001164606.1","2","23-80","beta-beta-alpha zinc fingers","BED zinc finger"
"ZBED1","9189","NP_001164606.1","3","120-178","Hermes dimerisation domain","Hermes dimerisation domain"
"ZBED1","9189","NP_001164606.1","1","184-652","Ribonuclease H-like","Hermes transposase-like"
"ZBED1","9189","NP_001164607.1","2","23-80","beta-beta-alpha zinc fingers","BED zinc finger"
"ZBED1","9189","NP_001164607.1","3","120-178","Hermes dimerisation domain","Hermes dimerisation domain"
"ZBED1","9189","NP_001164607.1","1","184-652","Ribonuclease H-like","Hermes transposase-like"
"ZBED1","9189","NP_004720.1","2","23-80","beta-beta-alpha zinc fingers","BED zinc finger"
"ZBED1","9189","NP_004720.1","3","120-178","Hermes dimerisation domain","Hermes dimerisation domain"
"ZBED1","9189","NP_004720.1","1","184-652","Ribonuclease H-like","Hermes transposase-like"
"ZEB1","6935","NP_001121600.1","4","154-206","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001121600.1","2","222-271","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001121600.1","5","577-624","Homeodomain-like","Homeodomain"
"ZEB1","6935","NP_001121600.1","3","883-918","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001121600.1","1","910-962","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167564.1","4","150-202","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167564.1","2","218-267","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167564.1","5","573-620","Homeodomain-like","Homeodomain"
"ZEB1","6935","NP_001167564.1","3","879-914","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167564.1","1","906-958","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167565.1","4","153-205","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167565.1","2","221-270","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167565.1","5","576-623","Homeodomain-like","Homeodomain"
"ZEB1","6935","NP_001167565.1","3","882-917","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167565.1","1","909-961","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167566.1","4","103-155","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167566.1","2","171-220","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167566.1","5","526-573","Homeodomain-like","Homeodomain"
"ZEB1","6935","NP_001167566.1","3","832-868","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167566.1","1","859-911","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167567.1","4","171-223","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167567.1","2","239-288","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167567.1","5","594-641","Homeodomain-like","Homeodomain"
"ZEB1","6935","NP_001167567.1","3","900-935","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_001167567.1","1","927-979","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_110378.3","4","170-222","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
"ZEB1","6935","NP_110378.3","2","238-287","beta-beta-alpha zinc fingers","Classic zinc finger; C2H2"
