"Gene_Name","Gene_ID","Protein_ID","Family_A","Description_A","Entry_Type_A","Clan_A","Envelope_Start_A","Envelope_End_A","Alignment_Start_A","ALignment_End_A","HMM_From_A","HMM_To_A","BIT_Score_A","E_Value_A","Predicted_Active_Sites"
"EGF","1950","NP_001954.2","EGF","GF-like domain","Domain","CL0001","976","1011","981","1011","3","32","24.50","1.50E-05","n/a"
"EGF","1950","NP_001171601.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","356","395","356","395","1","42","31.10","1.40E-07","n/a"
"EGF","1950","NP_001171601.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","870","910","870","910","1","42","40.10","2.10E-10","n/a"
"EGF","1950","NP_001171602.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","314","353","314","353","1","42","31.10","1.40E-07","n/a"
"EGF","1950","NP_001171602.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","828","868","828","868","1","42","40.10","2.10E-10","n/a"
"EGF","1950","NP_001171602.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","870","906","870","899","1","30","35.90","4.20E-09","n/a"
"EGF","1950","NP_001954.2","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","356","395","356","395","1","42","31.00","1.40E-07","n/a"
"EGF","1950","NP_001954.2","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","870","910","870","910","1","42","40.10","2.20E-10","n/a"
"EGF","1950","NP_001954.2","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","912","948","912","941","1","30","35.90","4.30E-09","n/a"
"EGF","1950","NP_001171601.1","EGF","EGF-like domain","Domain","CL0001","935","970","940","970","3","32","24.60","1.40E-05","n/a"
"EGF","1950","NP_001171602.1","EGF","EGF-like domain","Domain","CL0001","934","969","939","969","3","32","24.60","1.40E-05","n/a"
"EGF","1950","NP_001171601.1","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","524","565","524","565","1","43","24.00","2.70E-05","n/a"
"EGF","1950","NP_001171601.1","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","567","608","568","607","2","42","33.00","4.40E-08","n/a"
"EGF","1950","NP_001171601.1","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","610","651","611","650","2","41","27.10","3.00E-06","n/a"
"EGF","1950","NP_001171601.1","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","654","694","654","693","1","41","40.80","1.60E-10","n/a"
"EGF","1950","NP_001171602.1","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","482","523","482","523","1","43","24.00","2.70E-05","n/a"
"EGF","1950","NP_001171602.1","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","525","566","526","565","2","42","33.00","4.40E-08","n/a"
"EGF","1950","NP_001171602.1","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","568","609","569","608","2","41","27.10","3.00E-06","n/a"
"EGF","1950","NP_001171602.1","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","612","652","612","651","1","41","40.80","1.60E-10","n/a"
"EGF","1950","NP_001954.2","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","524","565","524","565","1","43","24.00","2.80E-05","n/a"
"EGF","1950","NP_001954.2","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","567","608","568","607","2","42","32.90","4.60E-08","n/a"
"EGF","1950","NP_001954.2","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","610","651","611","650","2","41","27.00","3.20E-06","n/a"
"EGF","1950","NP_001954.2","Ldl_recept_b","Low-density lipoprotein receptor repeat class B","Repeat","CL0186","654","694","654","693","1","41","40.70","1.60E-10","n/a"
"EGFL6","25975","NP_001161362.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","94","138","94","125","1","34","27.10","2.50E-06","n/a"
"EGFL6","25975","NP_001161362.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","174","217","174","207","1","34","39.10","4.40E-10","n/a"
"EGFL6","25975","NP_001161362.1","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","219","259","219","255","1","39","41.90","5.90E-11","n/a"
"EGFL6","25975","NP_056322.2","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","94","138","94","125","1","34","27.10","2.50E-06","n/a"
"EGFL6","25975","NP_056322.2","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","174","217","174","207","1","34","39.10","4.40E-10","n/a"
"EGFL6","25975","NP_056322.2","EGF_CA","Calcium-binding EGF domain","Domain","CL0001","219","259","219","255","1","39","41.90","5.90E-11","n/a"
"EGFL6","25975","NP_001161362.1","MAM","MAM domain","Domain","CL0202","403","547","403","546","1","159","100.00","9.20E-29","n/a"
"EGFL6","25975","NP_056322.2","MAM","MAM domain","Domain","CL0202","402","546","402","545","1","159","100.00","9.20E-29","n/a"
"EGFR","1956","NP_005219.2","Furin-like","Furin-like cysteine rich region","Family","n/a","177","338","185","338","10","149","101.30","3.10E-29","n/a"
"EGFR","1956","NP_958439.1","Furin-like","Furin-like cysteine rich region","Family","n/a","177","338","185","338","10","149","102.70","1.10E-29","n/a"
"EGFR","1956","NP_958440.1","Furin-like","Furin-like cysteine rich region","Family","n/a","177","338","185","338","10","149","104.00","4.50E-30","n/a"
"EGFR","1956","NP_958441.1","Furin-like","Furin-like cysteine rich region","Family","n/a","177","338","185","338","10","149","102.40","1.30E-29","n/a"
"EGFR","1956","NP_005219.2","Pkinase_Tyr","Protein tyrosine kinase","Domain","CL0016","712","968","714","965","3","256","290.30","8.00E-87","837"
"EGFR","1956","NP_005219.2","Recep_L_domain","Receptor L domain","Domain","n/a","57","168","57","167","1","111","106.00","7.80E-31","n/a"
"EGFR","1956","NP_005219.2","Recep_L_domain","Receptor L domain","Domain","n/a","361","481","361","480","1","111","97.50","3.60E-28","n/a"
"EGFR","1956","NP_958439.1","Recep_L_domain","Receptor L domain","Domain","n/a","57","168","57","167","1","111","107.30","3.10E-31","n/a"
"EGFR","1956","NP_958439.1","Recep_L_domain","Receptor L domain","Domain","n/a","361","481","361","480","1","111","98.80","1.40E-28","n/a"
"EGFR","1956","NP_958440.1","Recep_L_domain","Receptor L domain","Domain","n/a","57","168","57","167","1","111","108.40","1.40E-31","n/a"
"EGFR","1956","NP_958441.1","Recep_L_domain","Receptor L domain","Domain","n/a","57","168","57","167","1","111","107.10","3.70E-31","n/a"
"EGFR","1956","NP_958441.1","Recep_L_domain","Receptor L domain","Domain","n/a","361","481","361","480","1","111","98.50","1.70E-28","n/a"
"EHD2","30846","NP_055416.2","Dynamin_N","Dynamin family","Family","CL0023","61","221","61","221","1","168","63.30","1.80E-17","n/a"
"EHD2","30846","NP_055416.2","efhand_3","Cytoskeletal-regulatory complex EF hand","Family","CL0220","443","539","449","536","8","97","63.60","9.00E-18","n/a"
"EIF4EBP1","1978","NP_004086.1","eIF_4EBP","Eukaryotic translation initiation factor 4E binding protein (EIF4EBP)","Family","n/a","1","118","6","118","4","116","142.00","5.00E-42","n/a"
"ELF1","1997","NP_001138825.1","Ets","Ets-domain","Domain","CL0123","183","268","184","267","2","84","119.70","3.50E-35","n/a"
"ELF1","1997","NP_758961.1","Ets","Ets-domain","Domain","CL0123","207","292","208","291","2","84","119.60","3.80E-35","n/a"
"ELF1","1997","NP_001138825.1","Elf-1_N","Transcription factor protein N terminal","Family","n/a","1","111","1","111","1","108","148.80","3.60E-44","n/a"
"ELF1","1997","NP_758961.1","Elf-1_N","Transcription factor protein N terminal","Family","n/a","1","111","1","111","1","108","148.70","3.80E-44","n/a"
"ELF5","2001","NP_001413.1","Ets","Ets-domain","Domain","CL0123","162","246","164","245","3","84","98.20","1.80E-28","n/a"
"ELF5","2001","NP_938195.1","Ets","Ets-domain","Domain","CL0123","172","256","174","255","3","84","98.10","1.90E-28","n/a"
"ELF5","2001","NP_001413.1","SAM_PNT","Sterile alpha motif (SAM)/Pointed domain","Domain","CL0003","35","119","37","118","3","82","97.50","2.30E-28","n/a"
"ELF5","2001","NP_938195.1","SAM_PNT","Sterile alpha motif (SAM)/Pointed domain","Domain","CL0003","45","129","47","128","3","82","97.40","2.50E-28","n/a"
"EMILIN1","11117","NP_008977.1","EMI","EMI domain","Domain","n/a","56","128","56","127","1","71","79.80","1.20E-22","n/a"
"EMILIN1","11117","NP_008977.1","Collagen","Collagen triple helix repeat (20 copies)","Repeat","n/a","812","870","814","867","4","57","34.50","8.40E-09","n/a"
"EMILIN1","11117","NP_008977.1","C1q","C1q domain","Domain","CL0100","872","1007","872","1007","1","127","46.10","3.50E-12","n/a"
"EMP2","2013","NP_001415.1","PMP22_Claudin","PMP-22/EMP/MP20/Claudin family","Family","CL0375","1","160","1","160","1","166","188.80","4.20E-56","n/a"
"ENOSF1","55556","NP_001119595.1","MR_MLE","Mandelate racemase / muconate lactonizing enzyme; C-terminal domain","Domain","CL0256","119","214","120","212","2","95","91.60","1.70E-26","140"
"ENOSF1","55556","NP_059982.2","MR_MLE","Mandelate racemase / muconate lactonizing enzyme; C-terminal domain","Domain","CL0256","201","296","203","294","3","95","91.10","2.40E-26","222"
"ENOSF1","55556","NP_974487.1","MR_MLE","Mandelate racemase / muconate lactonizing enzyme; C-terminal domain","Domain","CL0256","222","316","224","312","3","92","89.30","9.10E-26","243"
"ENOSF1","55556","NP_059982.2","MR_MLE_N","Mandelate racemase / muconate lactonizing enzyme; N-terminal domain","Domain","CL0227","25","139","35","138","25","116","42.30","5.00E-11","n/a"
"ENOSF1","55556","NP_974487.1","MR_MLE_N","Mandelate racemase / muconate lactonizing enzyme; N-terminal domain","Domain","CL0227","34","160","56","159","25","116","42.50","4.50E-11","n/a"
"ENSA","2029","NP_997051.1","-","-","-","-","0","0","0","0","0","0","0.00","-","-"
"ENSA","2029","NP_004427.1","Endosulfine","cAMP-regulated phosphoprotein/endosulfine conserved region","Family","n/a","1","109","32","83","9","56","48.20","6.10E-13","n/a"
"ENSA","2029","NP_996925.1","Endosulfine","cAMP-regulated phosphoprotein/endosulfine conserved region","Family","n/a","67","129","76","99","33","56","34.00","1.70E-08","n/a"
"ENSA","2029","NP_996926.1","Endosulfine","cAMP-regulated phosphoprotein/endosulfine conserved region","Family","n/a","68","128","76","99","33","56","34.00","1.70E-08","n/a"
"ENSA","2029","NP_996927.1","Endosulfine","cAMP-regulated phosphoprotein/endosulfine conserved region","Family","n/a","1","110","32","83","9","56","48.50","4.90E-13","n/a"
"ENSA","2029","NP_996928.1","Endosulfine","cAMP-regulated phosphoprotein/endosulfine conserved region","Family","n/a","64","125","72","95","33","56","34.00","1.70E-08","n/a"
"ENSA","2029","NP_996929.1","Endosulfine","cAMP-regulated phosphoprotein/endosulfine conserved region","Family","n/a","17","109","28","79","9","56","54.90","5.20E-15","n/a"
"ENSA","2029","NP_996930.1","Endosulfine","cAMP-regulated phosphoprotein/endosulfine conserved region","Family","n/a","17","109","28","79","9","56","55.00","4.70E-15","n/a"
"EPDR1","54749","NP_060019.1","Ependymin","Ependymin","Family","n/a","199","330","201","330","3","133","142.50","4.90E-42","n/a"
"EPHB2","2048","NP_004433.2","Ephrin_lbd","Ephrin receptor ligand binding domain","Domain","CL0202","20","197","20","197","1","178","262.80","1.10E-78","n/a"
"EPHB2","2048","NP_059145.2","Ephrin_lbd","Ephrin receptor ligand binding domain","Domain","CL0202","20","197","20","197","1","178","262.80","1.10E-78","n/a"
"EPHB2","2048","NP_004433.2","fn3","Fibronectin type III domain","Domain","CL0159","326","421","326","421","1","85","62.30","2.80E-17","n/a"
"EPHB2","2048","NP_004433.2","fn3","Fibronectin type III domain","Domain","CL0159","435","520","437","520","1","85","57.80","7.10E-16","n/a"
"EPHB2","2048","NP_059145.2","fn3","Fibronectin type III domain","Domain","CL0159","326","421","326","421","1","85","62.30","2.80E-17","n/a"
"EPHB2","2048","NP_059145.2","fn3","Fibronectin type III domain","Domain","CL0159","435","520","437","520","1","85","57.80","7.10E-16","n/a"
"EPHB2","2048","NP_004433.2","GCC2_GCC3","GCC2 and GCC3","Family","n/a","260","305","266","302","8","44","30.20","2.00E-07","n/a"
"EPHB2","2048","NP_059145.2","GCC2_GCC3","GCC2 and GCC3","Family","n/a","260","305","266","302","8","44","30.20","2.00E-07","n/a"
"EPHB2","2048","NP_004433.2","Pkinase_Tyr","Protein tyrosine kinase","Domain","CL0016","622","881","623","881","2","259","320.30","5.80E-96","747"
"EPHB2","2048","NP_059145.2","Pkinase_Tyr","Protein tyrosine kinase","Domain","CL0016","621","880","622","880","2","259","320.30","5.70E-96","746"
"EPHB2","2048","NP_004433.2","SAM_1","SAM domain (Sterile alpha motif)","Domain","CL0003","912","976","912","976","1","64","78.90","1.90E-22","n/a"
"EPHB2","2048","NP_059145.2","SAM_1","SAM domain (Sterile alpha motif)","Domain","CL0003","911","975","911","975","1","64","78.90","1.90E-22","n/a"
"EPHB4","2050","NP_004435.3","Ephrin_lbd","Ephrin receptor ligand binding domain","Domain","CL0202","17","197","17","197","1","178","213.50","1.50E-63","n/a"
"EPHB4","2050","NP_004435.3","fn3","Fibronectin type III domain","Domain","CL0159","325","417","325","412","1","79","42.10","5.70E-11","n/a"
"EPHB4","2050","NP_004435.3","fn3","Fibronectin type III domain","Domain","CL0159","435","519","435","518","1","84","52.00","4.70E-14","n/a"
"EPHB4","2050","NP_004435.3","GCC2_GCC3","GCC2 and GCC3","Family","n/a","258","304","263","299","6","42","27.90","9.90E-07","n/a"
"EPHB4","2050","NP_004435.3","Pkinase_Tyr","Protein tyrosine kinase","Domain","CL0016","615","874","616","874","2","259","305.10","2.40E-91","740"
"EPHB4","2050","NP_004435.3","SAM_1","SAM domain (Sterile alpha motif)","Domain","CL0003","905","969","907","969","3","64","72.00","2.80E-20","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","72","116","72","116","1","45","47.90","5.60E-13","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","148","192","149","191","2","44","48.40","3.80E-13","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","316","360","316","360","1","45","59.20","1.60E-16","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","392","436","392","435","1","44","51.20","5.00E-14","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","603","647","603","647","1","45","38.40","5.20E-10","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","643","685","643","685","3","45","35.80","3.40E-09","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","717","761","717","761","1","45","59.70","1.10E-16","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","923","966","929","966","7","44","24.70","9.40E-06","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","961","1005","961","1005","1","45","53.80","7.60E-15","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","1037","1081","1038","1079","2","43","59.30","1.50E-16","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","1277","1321","1277","1320","1","44","51.80","3.40E-14","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","1353","1396","1353","1394","1","42","45.20","3.70E-12","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","1564","1606","1565","1606","2","43","28.70","5.40E-07","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","1602","1646","1602","1646","1","45","54.90","3.50E-15","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","1678","1722","1678","1721","1","44","65.40","1.80E-18","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","1890","1933","1891","1933","2","44","30.20","1.80E-07","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","1930","1972","1930","1972","3","45","49.20","2.20E-13","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","2004","2048","2004","2046","1","43","54.50","4.90E-15","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","2260","2304","2260","2304","1","45","41.40","5.80E-11","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","2336","2380","2336","2379","1","44","64.50","3.60E-18","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","2794","2838","2794","2838","1","45","52.80","1.60E-14","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","2870","2914","2870","2913","1","44","64.50","3.60E-18","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","3328","3372","3328","3372","1","45","52.80","1.60E-14","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","3404","3448","3404","3447","1","44","64.50","3.60E-18","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","3862","3906","3862","3906","1","45","52.80","1.60E-14","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","3938","3982","3938","3981","1","44","64.50","3.60E-18","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","4396","4440","4396","4440","1","45","52.80","1.60E-14","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","4472","4516","4472","4515","1","44","64.50","3.60E-18","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","4930","4974","4930","4974","1","45","52.80","1.60E-14","n/a"
"EPPK1","83481","NP_112598.2","Plectin","Plectin repeat","Repeat","n/a","5006","5050","5006","5049","1","44","64.50","3.60E-18","n/a"
"ErbB2","2064","NP_001005862.1","Furin-like","Furin-like cysteine rich region","Family","n/a","153","313","160","313","10","149","88.10","3.50E-25","n/a"
"ErbB2","2064","NP_004439.2","Furin-like","Furin-like cysteine rich region","Family","n/a","183","343","190","343","10","149","88.00","3.60E-25","n/a"
"ErbB2","2064","NP_001005862.1","Pkinase_Tyr","Protein tyrosine kinase","Domain","CL0016","690","946","692","945","3","258","285.40","2.50E-85","815"
"ErbB2","2064","NP_004439.2","Pkinase_Tyr","Protein tyrosine kinase","Domain","CL0016","720","976","722","975","3","258","285.30","2.60E-85","845"
"ErbB2","2064","NP_001005862.1","Recep_L_domain","Receptor L domain","Domain","n/a","22","143","22","142","1","111","114.00","2.70E-33","n/a"
